Brand,Device,Manufacturer,Model Name,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Canal,canal_sat_bcm,Canal Digital,OnePlace,1497MB,TV,Broadcom BCM7251S,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.0
CASPER,R1,Casper,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
CASPER,R2,Casper,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
CASPER,R3,Casper,Android TV,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
CASPER,R4,Casper,Android TV,2147MB,TV,Realtek RTD2851M,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Cellcomtv,tai,Cellcom TV,SEI-S905X2,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
cello,sadang,Cello,Cello,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
cello,tabata,Cello,Cello,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
CELLO,ueno,Cello,Smart TV,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
CTL,ctl_iptv_mrvl,CenturyLink,PureTV,969MB,TV,Marvell BG4-CT,Unknown,1080x1920,240,arm64-v8a;armeabi;armeabi-v7a,23,2.0
CHALLENGER,R1,Challenger,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
CHALLENGER,R2,Challenger,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Challenger,gangbyeon,Challenger,4K Smart TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Challenger,osaki,Challenger,Smart TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
CHALLENGER,stanford,Challenger,challenger,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
Changhong,hapjeong,Changhong,G7P,1931MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Changhong,ikebukuro,Changhong,L32H7,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Changhong,longshan,Changhong,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Changhong,redwood,Changhong,H7,962MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
Changhong,samseong,Changhong,U50H7,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Changhong,sindorim,Changhong,U58H7,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Channel_Master,dwt765cha,Channel Master,Stream+,1054MB,TV,Marvell BG4-CT,Unknown,1080x1920,320,armeabi;armeabi-v7a,24,3.2
CNS,BCM72604,China Network System (CNS),STB-9642C1,1478MB,TV,Broadcom BCM72604,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
Homeplustv,STB6252C,China Network System (CNS),STB6252C,1935MB,TV,Mediatek MT5251,ARM Mali T820 (650 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Claro,SEI800CCOA,Claro,Claro Colombia STB,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Claro,SEI810CPR,Claro,Claro STB,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Claro,m393_4l,Claro,S4KW3,1714MB,TV,Broadcom BCM72180,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
Classpro,ikebukuro,Classpro,EGS42FHD,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
CLASSPRO,redwood,Classpro,G7N,962MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
Classpro,samseong,Classpro,CGS55UHD,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Cogeco,m393gena_c,Cogeco,EPICO 4K,3707MB,TV,Broadcom BCM72180,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
COGECO,uiw4020cog,Cogeco,TV,1787MB,TV,Broadcom BCM7271,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
COMPAQ,R1,Compaq,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
COMPAQ,R2,Compaq,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
CONDOR,R2,Condor,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Condor,ikebukuro,Condor,32SD520,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Contex,tamachi,Contex,Egypt,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Contex,yeongdeungpo,Contex,Egypt,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Continental,bangbae,Continental Edison,Continential_Edison,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Continental,tamachi,Continental Edison,France,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Continental,yeongdeungpo,Continental Edison,Continental Edison,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Continental,komagome,Continential,Edison-Continential,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
KaonMedia,KSTB6044,Croatian Telecom,KSTB6044,1863MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,24,2.0
DIRECTV,HP40A,DIRECTV,OTT-01,2083MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
ATT,c71kw200,DIRECTV,DIRECTV STREAM,1768MB,TV,Broadcom BCM7271,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
ATT,c71kw400,DIRECTV,DIRECTV STREAM,1768MB,TV,Broadcom BCM7271,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
ATT,c71kw400-4gb,DIRECTV,DIRECTV STREAM,3636MB,TV,Broadcom BCM7271,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
DNA,dctiw384,DNA,DNA TV-hubi,1463MB,TV,Broadcom BCM7252S,Unknown,1080x1920,320,armeabi;armeabi-v7a,25,3.0
DNA,m393gena,DNA,DNA Hubi 2.0,2770MB,TV,Broadcom BCM72180,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
DORA,R1,DORA,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
DORA,R2,DORA,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
DTV,Digital_Life_P3,DTV (Thai),P3,1814MB,TV,Broadcom BCM7268,Unknown,1080x1920,320,armeabi;armeabi-v7a,26,3.1
Delephas,seocho,Delephas,"Chang Co., Ltd",1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
DENKA,R1,Denka,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
DENKA,R2,Denka,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Dialog,DV8829_Dialog,Dialog,4K Android Hybrid,2087MB,TV,Amlogic AMLS905C1,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Dialog,N9106H_B_Dialog,Dialog,N9106H_B,1774MB,TV,HiSilicon hi3796mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Dialog,SEI103,Dialog,SEI103DL,1030MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Dialog_TV,DV6067H-Dialog,Dialog_TV,Viu Mini,1029MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Digiquest,tamachi,Digiquest,Italy,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
DISH,ATVMJ4,Dish,Joey 4,4098MB,TV,Broadcom BCM72160,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
DISH,ATVWJ4,Dish,Wireless Joey 4,4077MB,TV,Broadcom BCM72160,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
DISH,SNAP2,Dish,Hopper Plus,4098MB,TV,Broadcom BCM72160,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
Dish,dish_cable_bcm,Dish,EVOLVE,1509MB,TV,Broadcom BCM7251S,Unknown,1080x1920,320,armeabi;armeabi-v7a,23,3.0
Technicolor,uiw4010ech,Dish,AirTV Player,1055MB,TV,Marvell BG4-CT,Unknown,1080x1920,320,armeabi;armeabi-v7a,24,3.2
DishTV,SEI110,DishTV (IN),D-805XATV HD,1031MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
DishTV-NZ,HiCast,DishTV-NZ,SV10,949MB,TV,HiSilicon hi3798mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2.0
SmartVU,ICN,DishTV-NZ,SV11,2084MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
DishTV,STB,DishTV-NZ,A7070,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
HUAWEI,TT01,Docomo,Japan,3021MB,TV,HiSilicon hi3798cv200,ARM Mali T720 (675 MHz),1080x1920,320,armeabi;armeabi-v7a,26,3.1
SEI,TT02,Docomo,TT02,2495MB,TV,Broadcom BCM7278,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
Dom-ru_MOVIX,SEI200,Dom.ru,Movix Pro,2085MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Durabrand,broadway,Durabrand,DB Android TV 2K,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
Durabrand,dupont,Durabrand,DB Android TV 4K,1438MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Durabrand,hanyang,Durabrand,Durabrand android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Durabrand,nippori,Durabrand,Central America,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Dynalink,sti6130d350,Dynalink,TV stick,2087MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Dyon,bangbae,Dyon,Dyon,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Dyon,komagome,Dyon,Dyon,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
EAS-ELECTRIC,R2,EAS ELECTRIC,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
ECHOSONIC,shinagawa,ECHOSONIC,EchosonicTV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
EDENWOOD,bangbae,EDENWOOD,EDENWOOD,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
EDENWOOD,komagome,EDENWOOD,EDENWOOD,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
EKO,bangbae,EKO,EKO,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
EKO,bruno,EKO,JVC,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
Ayonz,hanyang,EKO,EKO android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
EKO,komagome,EKO,EKO,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
EKO,martin,EKO,"Australia,Japan, Germany,Italy",956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
EKO,nippori,EKO,Australia,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
EKO,patrick,EKO,"Australia,Japan,Germany,Italy(No Tuner)",1964MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
EKO,shilin,EKO,EKO,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
EKO,stanford,EKO,Eko,960MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
EKO,tamachi,EKO,Australia,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
EKO,yeongdeungpo,EKO,Australia,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
EKO,zhongshan,EKO,EKO,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
ELEXIA,komagome,ELEXIA,ELEXIA,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
EONSmartBox,CHOTT0102,EONSmartBox,CHOTT0102,2085MB,TV,Amlogic AMLS905X3,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
EON_Smart_Box,DV8519,EONSmartBox,SDOTT0202,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
EON,DV8945C-KSU,EONSmartBox,SDSTB01,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
EVVO,R1,EVVO,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
EVVO,R2,EVVO,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
ECOSTAR,SW4H,EcoStar,ECOSTAR SMART TV,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Ecostar,shibuya,EcoStar,EcostarTV,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
ECOSTAR,stanford,EcoStar,ECOSTAR,960MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
ECOSTAR,zhongshan,EcoStar,ECOSTAR,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Element,Tiger838,Element,USA & CANADA,1847MB,TV,MStar T12,ARM Mali T820 (550 MHz),1080x1920,320,arm64-v8a;armeabi;armeabi-v7a,25,3.2
Elitelux,yeongdeungpo,Elitelux,Australia,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
ELSYS,SEI103,Elsys,ETRI01,1030MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Elsys,tai,Elsys,ETRI02,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
Ematic,DV8235,Ematic,Jetstream AGT418,2085MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Ematic,Jetstream,Ematic,USA,2087MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2.0
Engel,bangbae,Engel,ENGEL,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
ENGEL,osaki,Engel,Smart TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Entel,DIW585,Entel,DECO ENTEL,2085MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
ENTEL,m393vsb_entel,Entel,DECO ENTEL VSB3930,3064MB,TV,Broadcom BCM72180,Unknown,1080x1920,320,armeabi;armeabi-v7a,30,3.1
Epson,Bushi,Epson,STI6110,2084MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Epson,sti6200d101,Epson,SMF2,2104MB,TV,Amlogic AMLT962E2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
ERITO,R1,Erito,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
ESSENTIELB,R1,EssentielB,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
ESSENTIELB,R2,EssentielB,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
eSTAR,tamachi,Estar,Lithuania,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
eSTAR,yeongdeungpo,Estar,Lithuania,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
ESTLA,longshan,Estla,Android TV,1877MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Estla,sindorim,Estla,UHD Android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Euskaltel,dciw384eus,Euskaltel,Euskaltel,1463MB,TV,Broadcom BCM7252S,Unknown,1080x1920,320,armeabi;armeabi-v7a,25,3.0
Euskaltel,m392,Euskaltel,Deco 4K con Android TV,1714MB,TV,Broadcom BCM72160,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
Euskaltel,uze4052ekt,Euskaltel,Deco 4K con Android TV,1695MB,TV,Broadcom BCM72160,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
EVVOLI,R1,Evvoli,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
EVVOLI,R2,Evvoli,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
FandU,tamachi,F&U (Fandu),Greece,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
FandU,yeongdeungpo,F&U (Fandu),Greece,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
FPT,DV8236,FPT Telecom,FPT ATV Play Box,1040MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
FPT_Telecom,DV8536-KVF,FPT Telecom,FPT Play Box +,2084MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
FPT_Telecom,SEI500FPT,FPT Telecom,SEI500FPT,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
FPT_Telecom,SEI610FPT,FPT Telecom,SEI610FPT,2086MB,TV,Amlogic AMLS905X3,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Fastway,DV8545-C-KIF,Fastway,FW-Plus Ultra 4K Box1,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
FLNET,ba101,Flnet,BANDOTT,1802MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,25,2.0
FLNET,ba201,Flnet,BANDOTT Sandwich,1802MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,arm64-v8a;armeabi;armeabi-v7a,25,2.0
FLOW,HP40A2,Flow,FlowBox-F1,2085MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
FORMULER,GTV,Formuler,GTV,2085MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Foxtel,dwt765fxt,Foxtel,Foxtel Now box,1054MB,TV,Marvell BG4-CT,Unknown,1080x1920,320,armeabi;armeabi-v7a,24,3.2
Freebox,fbx6lc,Freebox,Mini 4K,1521MB,TV,Broadcom BCM7252,Unknown,1080x1920,320,armeabi;armeabi-v7a,25,2.0
Freebox,fbx6lcv2,Freebox,Mini 4K,1487MB,TV,Broadcom BCM7252S,Unknown,1080x1920,320,armeabi;armeabi-v7a,25,3.0
Freebox,fbx8am,Freebox,Freebox Player POP,2085MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2
FRESH,SW4H,Fresh,FRESH SMART TV,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
FRESH,shinagawa,Fresh,FreshTV,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
FUNAI,daitou,Funai Electric,POE-SMB400-FN1,1948MB,TV,HiSilicon hi3798cv200,ARM Mali T720 (675 MHz),1080x1920,320,armeabi;armeabi-v7a,26,3.1
Funai,peach,Funai Electric,Smart TV,2957MB,TV,Mediatek MT5598,3x ARM Mali G71 (698 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
GGuard,SW4H,G-Guard,G Guard SMART TV,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
G-Guard,hamamatsucho,G-Guard,fushan_Guard,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
GGuard,shibuya,G-Guard,G GuardTV,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
G-Guard,xiaoyushan,G-Guard,xiaoyushan_emG,1918MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
GeneralSupreme,longshan,GeneralSupreme,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Geniatech,enjoytv,Geniatech,ATV495MAX,1804MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,arm64-v8a;armeabi;armeabi-v7a,25,2.0
Geniatech,enjoytv_hybrid,Geniatech,Enjoytv_hybrid,1754MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,arm64-v8a;armeabi;armeabi-v7a,25,2.0
Get,dciw387get,Get,Get Box,1776MB,TV,Broadcom BCM7271,Unknown,1080x1920,320,armeabi;armeabi-v7a,26,3.1
Globe,SEI120G,Globe Telecom,Globe,1032MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,26,2.0
google,sabrina,Google,Chromecast Google TV,2053MB,TV,Amlogic AMLS905D3,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
GRUNDIG,kunyang,Grundig,Grundig UHD Android TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Grundig,shinagawa,Grundig,Grundig Android TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
GRUNDIG,sinchon,Grundig,Grundig Android TV,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Grunhelm,ikebukuro,Grunhelm,GT9HD32,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Grunhelm,samseong,Grunhelm,GT9UHD,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
GRUNKEL,tamachi,Grunkel,Spain,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
GRUNKEL,yeongdeungpo,Grunkel,Spain,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
HAKO,GMP,HAKO,HAKO mini,2086MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
